Energy(KeV),Intrinsic Efficiency 
1.9891887843549436, 67.25529409376527
2.04303208590655, 68.29869826123306
2.098118105046033, 68.28938022901225
2.1548547749000053, 69.08007813461779
2.2130124688740764, 69.33936599193197
2.2777649574938303, 69.50881333106706
2.3341985256281292, 70.40549584780784
2.39713522914106, 70.39589038393322
2.4618948466754746, 70.9350132054642
2.528403972544765, 71.47826486768616
2.5965770132839383, 71.4685130452931
2.672552556064555, 71.64316346492448
2.7387673234262904, 72.56737967642877
2.812612364939629, 72.55747926545146
2.8885962722352225, 73.11315648938346
2.966557023916548, 73.38758226016307
3.046621869846398, 73.66303807132505
3.1287675550712373, 73.65298817901808
3.2134569401499955, 74.7956466990344
3.300100978552584, 74.78544228425551
3.3892545960031066, 75.35818223304847
3.4808167359673856, 75.93530847734131
3.574669563175163, 75.92494857782489
3.6714286102556564, 77.10285447844339
3.646529572181221, 75.32991241304168
3.770420881639416, 77.09233528992829
3.8723794531123983, 77.9849594116814
3.9768916744503984, 78.27767119740325
4.084538057412961, 79.49207743036354
4.056837377540304, 77.66419636297883
4.1946689472598315, 79.48123227873324
4.308210118823249, 80.71431065735848
4.43426784810145, 80.91155539669751
4.544130613312703, 81.95533637424003
4.666772825987806, 82.26295072757833
4.792970273345399, 83.21544352559602
4.922454383370717, 83.85274414731971
5.055565893418151, 84.82364458534119
5.192011308450268, 85.14202495849668
5.332412094648699, 86.12785351028512
5.476329352719426, 86.45112915204443
5.624562469180515, 87.79233908436261
5.776216845029938, 87.78036152307446
5.93241553916123, 88.79673841472038
6.092526378867158, 89.13003155308617
6.215319753801794, 89.12091134994228
